protocol_id,image_id,reviewed,review_method,text_region_count,screen_region_count,text_legibility_subgroup,screen_subgroup,view_type,participant_id,day_id,event_key,selection_stratum,source_manifest,text_boxes_json,screen_boxes_json,text_review_status,screen_review_status,manual_text_present,manual_contains_legible_text,manual_screen_present,manual_screen_contains_sensitive_content,reviewer_id,manual_notes
MM2_0129,day3/members/allie/16_0001.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/16/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2103,""y1"":1302,""x2"":2511,""y2"":1995,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2781,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.5859}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0130,day3/members/allie/16_0285.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,allie,day3,day3/16/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2118,""y1"":1449,""x2"":2694,""y2"":2148,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located display-content region; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0131,day3/members/allie/16_0332.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/16/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2403,""y1"":1635,""x2"":2790,""y2"":2151,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0132,day3/members/allie/16_0190.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/16/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2379,""y1"":1674,""x2"":2760,""y2"":2142,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0133,day3/members/werner/17_0281.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,werner,day3,day3/17/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1243,""y1"":866,""x2"":1373,""y2"":940,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0134,day3/members/tien/17_0068.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,tien,day3,day3/17/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":336,""y1"":1499,""x2"":702,""y2"":1719,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6715,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":0.8047}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0135,day3/members/onanong/17_0461.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day3,day3/17/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1366,""y1"":1385,""x2"":1594,""y2"":1540,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6021,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.4766}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0136,day3/members/allie/17_0539.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day3,day3/17/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0137,day3/members/cathal/18_0312.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/18/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1378,""y1"":1140,""x2"":2842,""y2"":1891,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8552,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-2.4453}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0138,day3/members/onanong/18_0537.webp,yes,manual reviewer-app verification by the project reviewers,2,0,legible_text,no_visible_screen,egocentric,onanong,day3,day3/18/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1527,""y1"":1097,""x2"":1673,""y2"":1165,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2039,""y1"":1145,""x2"":2303,""y2"":1357,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0139,day3/members/onanong/18_0453.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day3,day3/18/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1871,""y1"":1646,""x2"":2409,""y2"":2007,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9118,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.4375}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0140,day3/members/onanong/18_0711.webp,yes,manual reviewer-app verification by the project reviewers,2,0,legible_text,no_visible_screen,egocentric,onanong,day3,day3/18/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1840,""y1"":894,""x2"":1984,""y2"":952,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2258,""y1"":978,""x2"":2502,""y2"":1234,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0141,day3/members/klaus/19_0688.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/19/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":12,""y1"":156,""x2"":480,""y2"":619,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7781,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.1484},{""x1"":1736,""y1"":1588,""x2"":2498,""y2"":1949,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6742,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":5.375}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0142,day3/members/tien/19_0011.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,tien,day3,day3/19/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1637,""y1"":22,""x2"":2362,""y2"":450,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9555,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.5703}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0143,day3/members/cathal/19_0118.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/19/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2923,""y1"":30,""x2"":3814,""y2"":737,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.3053,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.5}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0144,day3/members/onanong/19_0470.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day3,day3/19/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2503,""y1"":1704,""x2"":2745,""y2"":2021,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2194,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.0547},{""x1"":1375,""y1"":1201,""x2"":2271,""y2"":1764,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9375,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-2.0312}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0145,day3/members/cathal/20_0075.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/20/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1706,""y1"":1232,""x2"":2812,""y2"":1777,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8992,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.9297}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0146,day3/members/cathal/20_0121.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/20/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1938,""y1"":1107,""x2"":3066,""y2"":1726,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.884,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.6719}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0147,day3/members/florian/20_0618.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day3,day3/20/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0148,day3/members/florian/20_0568.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,florian,day3,day3/20/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2780,""y1"":1450,""x2"":3600,""y2"":2050,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located text region; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0149,day3/members/luca/08_0665.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,luca,day3,day3/8/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0150,day3/members/tien/08_0537.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,tien,day3,day3/8/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":3526,""y1"":979,""x2"":3584,""y2"":1101,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2581,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.0391}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0151,day3/members/klaus/08_0715.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day3,day3/8/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0152,day3/members/allie/08_0136.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/8/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1465,""y1"":955,""x2"":2710,""y2"":1663,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9025,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.2656}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0153,day3/members/allie/09_0560.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,allie,day3,day3/9/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1985,""y1"":1893,""x2"":2027,""y2"":1963,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0154,day3/members/luca/09_0095.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,luca,day3,day3/9/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0155,day3/members/cathal/09_0670.webp,yes,manual reviewer-app verification by the project reviewers,1,1,legible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/9/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1889,""y1"":1276,""x2"":2100,""y2"":1785,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]","[{""x1"":3188,""y1"":252,""x2"":3819,""y2"":772,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7791,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-2.5312}]",reviewed,reviewed,yes,yes,yes,yes,,Reviewer-app verified.
MM2_0156,day3/members/luca/09_0146.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,luca,day3,day3/9/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0157,day4/members/onanong/10_0147.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,onanong,day4,day4/10/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0158,day4/members/cathal/10_0072.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day4,day4/10/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":618,""y1"":1812,""x2"":856,""y2"":1995,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""},{""x1"":2110,""y1"":1640,""x2"":2550,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0159,day4/members/klaus/10_0242.webp,yes,manual reviewer-app verification by the project reviewers,5,0,legible_text,no_visible_screen,egocentric,klaus,day4,day4/10/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1205,""y1"":209,""x2"":1905,""y2"":627,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1560,""y1"":596,""x2"":1929,""y2"":706,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1254,""y1"":659,""x2"":1848,""y2"":1010,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":892,""y1"":855,""x2"":1690,""y2"":1271,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1094,""y1"":1298,""x2"":1854,""y2"":1612,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0160,day4/members/florian/10_0522.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day4,day4/10/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0161,day4/members/onanong/11_0304.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day4,day4/11/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1294,""y1"":1080,""x2"":1899,""y2"":1704,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9391,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-5.4766}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0162,day4/members/onanong/11_0222.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day4,day4/11/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":810,""y1"":1107,""x2"":1536,""y2"":1560,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9086,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.6641}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0163,day4/members/florian/11_0697.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day4,day4/11/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0164,day4/members/onanong/11_0715.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day4,day4/11/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1374,""y1"":1293,""x2"":1987,""y2"":1791,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9297,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-7.8125}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0165,day4/members/werner/12_0174.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day4,day4/12/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0166,day4/members/florian/12_0410.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day4,day4/12/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0167,day4/members/stevan/12_0319.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,stevan,day4,day4/12/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0168,day4/members/allie/12_0597.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day4,day4/12/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0169,day4/members/florian/13_0556.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/13/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1476,""y1"":729,""x2"":2789,""y2"":1550,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.843,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.1484}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0170,day4/members/florian/13_0095.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/13/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":983,""y1"":806,""x2"":2043,""y2"":1573,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9187,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.4297}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0171,day4/members/florian/13_0637.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/13/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":102,""y1"":1003,""x2"":1355,""y2"":1676,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9187,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.4609}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0172,day4/members/florian/13_0312.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/13/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1296,""y1"":859,""x2"":2311,""y2"":1595,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9092,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.0391}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0173,day4/members/luca/14_0676.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/14/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":939,""y1"":863,""x2"":2671,""y2"":1992,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.5765,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.1328}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0174,day4/members/luca/14_0716.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/14/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":967,""y1"":922,""x2"":2660,""y2"":1998,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6346,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.8047}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0175,day4/members/luca/14_0595.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/14/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":340,""y1"":1372,""x2"":2484,""y2"":2130,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.3577,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":3.1719}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0176,day4/members/florian/14_0275.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day4,day4/14/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1038,""y1"":897,""x2"":2199,""y2"":1628,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9415,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.4844}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
